,companyClass,companyName,companySpeak,place,url,workMoney,workName,workNeed
263,"
金融,企业服务/不需要融资
",原始会投资,"“福利待遇好,提升空间大,金融热门,高速发展”",[北京·三元桥],https://www.lagou.com/jobs/2925250.html,15k-30k,爬虫工程师--python,"
经验不限 / 本科
                                "
264,"
移动互联网,O2O/D轮及以上
",美团点评,"“大平台,优秀团队”",[北京·和平里],https://www.lagou.com/jobs/3304959.html,25k-40k,美团云Python研发工程师,"
经验3-5年 / 本科
                                "
265,"
游戏/A轮
",奥飞游戏深圳分公司,"“靠谱团队,项目给力,福利多多”",[深圳·南山区],https://www.lagou.com/jobs/3564305.html,10k-15k,Python开发工程师,"
经验1-3年 / 大专
                                "
266,"
移动互联网/未融资
",索贝数码,"“正式编制,老员工带”",[成都·高新区],https://www.lagou.com/jobs/3721446.html,6k-10k,python 开发,"
经验1-3年 / 本科
                                "
267,"
数据服务/上市公司
",Gridsum 国双,“六险一金、奖金丰厚、技术牛人多”,[北京·中关村],https://www.lagou.com/jobs/2105178.html,15k-25k,高级Python开发工程师,"
经验3-5年 / 本科
                                "
268,"
移动互联网,金融/未融资
",博奥特科技,“发展前景好”,[深圳·福田区],https://www.lagou.com/jobs/3781902.html,13k-26k,中高级python开发工程师,"
经验3-5年 / 大专
                                "
269,"
移动互联网,金融/不需要融资
",还呗-智能信贷领先者,"“移动金融，,未来金矿；,精英团队，,助力成长！”",[上海·张江],https://www.lagou.com/jobs/2538418.html,15k-25k,Python 高级开发工程师,"
经验3-5年 / 本科
                                "
270,"
金融/A轮
",厚本金融,"“技术前沿,优渥待遇,学习成长”",[上海·打浦桥],https://www.lagou.com/jobs/2943423.html,15k-25k,Python/Go 运维开发工程师,"
经验3-5年 / 本科
                                "
271,"
信息安全/上市公司
",蓝盾信息安全技术股份有限公司,“五险一金、完善的晋升机制、各种福利、”,[广州·棠下],https://www.lagou.com/jobs/3064402.html,8k-15k,Python开发工程师,"
经验1-3年 / 本科
                                "
272,"
企业服务,数据服务/上市公司
",FreeWheel,"“美资互联网,技术导向,英文环境,硅谷文化”",[北京·三元桥],https://www.lagou.com/jobs/3687387.html,26k-32k,资深Python开发工程师,"
经验3-5年 / 本科
                                "
273,"
移动互联网,金融/C轮
",闪银奇异,"“六险一金,技术大咖,免费自助餐,丰厚年终奖”",[北京·团结湖],https://www.lagou.com/jobs/2896804.html,25k-40k,Python高级/架构师,"
经验3-5年 / 本科
                                "
274,"
电子商务/C轮
",优集品,“地铁周边 员工福利”,[北京·高碑店],https://www.lagou.com/jobs/3121073.html,15k-25k,Python工程师,"
经验1-3年 / 本科
                                "
275,"
金融,数据服务/A轮
",诺奚信息技术有限公司,"“扁平化管理,技术先驱,工作氛围好”",[上海·静安区],https://www.lagou.com/jobs/3714010.html,10k-20k,Python开发工程师,"
经验1-3年 / 本科
                                "
276,"
硬件,医疗健康/A轮
",秒秒测科技,"“五险一金,带薪年假,零食饮料,年度体检”",[北京·海淀区],https://www.lagou.com/jobs/3586721.html,15k-30k,Python开发工程师,"
经验3-5年 / 本科
                                "
277,"
移动互联网,电子商务/上市公司
",SEASTAR,"“上市公司,机会多,新业务,牛人多”",[北京·朝阳区],https://www.lagou.com/jobs/3489438.html,25k-35k,PYTHON研发工程师,"
经验3-5年 / 本科
                                "
278,"
移动互联网/D轮及以上
",饿了么,“中间件部门，底层开发，发展空间大”,[上海·长征],https://www.lagou.com/jobs/2561590.html,16k-32k,资深／高级Python工程师,"
经验3-5年 / 本科
                                "
279,"
移动互联网,生活服务/C轮
",墨迹天气,"“IPO阶段,弹性工作制,流量为王,行业NO1”",[北京·将台路],https://www.lagou.com/jobs/3292589.html,20k-35k,高级python开发工程师,"
经验3-5年 / 本科
                                "
280,"
数据服务,企业服务/天使轮
",TELETRAAN,"“弹性工作,硅谷团队,股权激励,全正版软件”",[杭州·西兴],https://www.lagou.com/jobs/3234474.html,15k-30k,Python工程师,"
经验3-5年 / 本科
                                "
281,"
移动互联网,企业服务/A轮
",壤歌,"“技术氛围,技术驱动,弹性工作,文化年轻”",[上海·上海师大],https://www.lagou.com/jobs/2094775.html,18k-28k,资深Python工程师,"
经验3-5年 / 本科
                                "
282,"
教育/A轮
",中国亿教亿学网,"“产品优势,公司前景,团队和谐,办公环境”",[杭州·三墩],https://www.lagou.com/jobs/3179150.html,15k-30k,Python开发工程师,"
经验3-5年 / 本科
                                "
283,"
移动互联网/未融资
",泰赋星,"“五险一金,年底双薪,节假日福利,饭补”",[南京·新街口],https://www.lagou.com/jobs/3480972.html,9k-18k,python,"
经验不限 / 不限
                                "
284,"
移动互联网,金融/B轮
",现金巴士,"“硅谷大神,私厨,五星健身房,弹性制度”",[上海·浦东新区],https://www.lagou.com/jobs/1845346.html,10k-20k,Python,"
经验1-3年 / 不限
                                "
285,"
移动互联网,企业服务/A轮
",壤歌,"“弹性上班,技术氛围,技术驱动,福利多多”",[上海·上海师大],https://www.lagou.com/jobs/2782359.html,10k-15k,python工程师,"
经验1-3年 / 不限
                                "
286,"
移动互联网,金融/B轮
",现金巴士,"“硅谷大神,私厨,五星健身房,弹性制度”",[上海·浦东新区],https://www.lagou.com/jobs/1845346.html,10k-20k,Python,"
经验1-3年 / 不限
                                "
287,"
移动互联网,教育/B轮
",学堂在线,“来吧，与技术大牛过招吧！”,[北京·海淀区],https://www.lagou.com/jobs/367987.html,15k-25k,Python工程师,"
经验1-3年 / 本科
                                "
288,"
移动互联网,游戏/不需要融资
",北京鲜柚科技有限公司,“逗比团队、各路大牛、贴心福利~”,[北京·北苑],https://www.lagou.com/jobs/2555647.html,15k-25k,高级Python工程师,"
经验1-3年 / 本科
                                "
289,"
移动互联网,金融/未融资
",博奥特科技,"“行业前景好,发展空间大”",[深圳·福田区],https://www.lagou.com/jobs/3781975.html,10k-20k,Python,"
经验1-3年 / 大专
                                "
290,"
移动互联网/不需要融资
",武汉佰钧成技术有限公司,"“周末双休,六险一金,大平台,专业”",[深圳·龙华新区],https://www.lagou.com/jobs/3429226.html,10k-15k,Python开发工程师,"
经验1-3年 / 大专
                                "
291,"
信息安全,数据服务/A轮
",颉一软件,"“发展空间大,工作氛围好,全员持股,管理规范”",[北京·朝阳区],https://www.lagou.com/jobs/3794749.html,10k-15k,Python开发工程师,"
经验3-5年 / 本科
                                "
292,"
电子商务,企业服务/不需要融资
",360企业安全,“技术氛围浓；平台口碑好；福利待遇优”,[北京·酒仙桥],https://www.lagou.com/jobs/3551206.html,15k-30k,360企业安全-Python开发工程师,"
经验3-5年 / 本科
                                "
293,"
移动互联网,金融/A轮
",光量科技,"“行业先锋,快速发展,优秀团队,灵活开放”",[北京·太阳宫],https://www.lagou.com/jobs/3740864.html,18k-35k,Python/Go工程师,"
经验3-5年 / 本科
                                "
294,"
教育/A轮
",中国亿教亿学网,“团队融洽；办公环境佳；领导nice”,[杭州·三墩],https://www.lagou.com/jobs/2643775.html,15k-30k,Python开发工程师,"
经验3-5年 / 本科
                                "
295,"
O2O/B轮
",瓜子二手车直卖网,“核心项目 BI方向 等你来挑战”,[北京],https://www.lagou.com/jobs/2504617.html,20k-30k,Python,"
经验1-3年 / 本科
                                "
296,"
移动互联网/上市公司
",阿里巴巴—高德,“阿里福利~”,[北京·望京],https://www.lagou.com/jobs/3801569.html,15k-30k,python开发高级工程师,"
经验3-5年 / 本科
                                "
297,"
移动互联网/A轮
",码隆科技,“发展前景广阔”,[北京·苏州街],https://www.lagou.com/jobs/3763153.html,15k-25k,Python开发工程师,"
经验不限 / 不限
                                "
298,"
移动互联网,电子商务/上市公司
",易居中国-创新研发中心,"“Apach,Flask”",[上海·闸北公园],https://www.lagou.com/jobs/3562541.html,15k-25k,Python开发工程师,"
经验3-5年 / 本科
                                "
299,"
数据服务/上市公司
",天玑科技,"“带薪年假,五险一金,年终奖,餐补”",[上海·徐汇区],https://www.lagou.com/jobs/3488715.html,12k-24k,python开发工程师,"
经验3-5年 / 大专
                                "
300,"
数据服务,企业服务/A轮
",超萌,“提供中、晚餐 五险一金 弹性工作制”,[北京·中关村],https://www.lagou.com/jobs/3065206.html,13k-26k,python工程师,"
经验1-3年 / 本科
                                "
301,"
电子商务/未融资
",曼童科技,"“内购奢饰品,五险一金,不打卡,带薪年假”",[北京·朝阳区],https://www.lagou.com/jobs/3728548.html,18k-28k,Python,"
经验3-5年 / 本科
                                "
302,"
移动互联网,文化娱乐/A轮
",暴鸡电竞,"“腾讯系,A轮融资,发展前景好”",[深圳·南山区],https://www.lagou.com/jobs/3202517.html,13k-25k,高级Python研发工程师,"
经验5-10年 / 本科
                                "
303,"
企业服务/不需要融资
",班凯信息,"“1年,R语言”",[上海·徐汇区],https://www.lagou.com/jobs/3787368.html,10k-20k,Python开发工程师,"
经验1-3年 / 大专
                                "
304,"
教育/A轮
",中国亿教亿学网,"“职场氛围佳,公司前景好,领导nic,团队融洽”",[杭州·三墩],https://www.lagou.com/jobs/2768773.html,15k-30k,Python开发工程师,"
经验5-10年 / 本科
                                "
305,"
企业服务,移动互联网/不需要融资
",轻触,"“七险一金,老板惜才,福利丰厚,团队融洽”",[上海·田林],https://www.lagou.com/jobs/3334556.html,10k-20k,python开发工程师,"
经验不限 / 大专
                                "
306,"
金融,移动互联网/不需要融资
",德惟科技,"“交通便利,综合福利好,包餐”",[广州·冼村],https://www.lagou.com/jobs/3763253.html,8k-12k,python开发,"
经验1-3年 / 本科
                                "
307,"
信息安全,数据服务/B轮
",同盾科技,“股票期权 弹性工作”,[杭州·仓前],https://www.lagou.com/jobs/488049.html,15k-25k,Python开发工程师,"
经验3-5年 / 本科
                                "
308,"
移动互联网/上市公司
",印孚瑟斯,"“外企,弹性工时,全额试用期,商业保险”",[深圳·龙华新区],https://www.lagou.com/jobs/3724069.html,10k-20k,Python开发工程师,"
经验3-5年 / 大专
                                "
309,"
移动互联网,金融/未融资
",博奥特科技,"“晋升空间大,福利待遇好”",[深圳·华强北],https://www.lagou.com/jobs/3782333.html,10k-20k,python开发工程师,"
经验1-3年 / 大专
                                "
310,"
电子商务/A轮
",爱福窝,"“午餐补助,平台好,股票期权”",[上海·张江],https://www.lagou.com/jobs/3488642.html,12k-20k,Python开发,"
经验1-3年 / 本科
                                "
311,"
移动互联网,O2O/C轮
",房多多,“平台好，发展广阔，技术大牛多”,[上海·闸北公园],https://www.lagou.com/jobs/3360370.html,15k-30k,Python研发工程师,"
经验1-3年 / 本科
                                "
312,"
移动互联网/不需要融资
",武汉佰钧成技术有限公司,"“五险一金,带薪年假,周末双休,弹性上下班”",[广州·天河公园],https://www.lagou.com/jobs/3576435.html,12k-24k,Python开发工程师,"
经验不限 / 本科
                                "
313,"
社交网络/上市公司
",陌陌,“优秀的团队”,[北京·望京],https://www.lagou.com/jobs/2496343.html,15k-30k,Python开发工程师,"
经验1-3年 / 本科
                                "
314,"
移动互联网,金融/不需要融资
",江苏亿科达,"“大平台,交通便利,环境优美,福利待遇好”",[深圳·亮马桥],https://www.lagou.com/jobs/3796922.html,10k-20k,Python工程师,"
经验3-5年 / 大专
                                "
315,"
移动互联网/不需要融资
",千寻位置,“阿里系薪资福利体系”,[上海·杨浦区],https://www.lagou.com/jobs/3732320.html,18k-20k,Java/Python开发工程师,"
经验3-5年 / 本科
                                "
316,"
金融/C轮
",有利网,"“大数据,高并发,安全稳定”",[北京·中关村],https://www.lagou.com/jobs/3706963.html,14k-28k,python工程师（高级）,"
经验3-5年 / 本科
                                "
317,"
移动互联网,企业服务/不需要融资
",ivtime,“弹性工作无需打卡、氛围好福利好，学习机会”,[南京·江宁区],https://www.lagou.com/jobs/1538263.html,15k-25k,Python高级开发工程师,"
经验3-5年 / 本科
                                "
318,"
数据服务/上市公司
",Gridsum 国双,“六险一金、弹性工作、奖金丰厚、技术牛人多”,[北京·中关村],https://www.lagou.com/jobs/1826628.html,10k-20k,高级python开发工程师,"
经验3-5年 / 本科
                                "
319,"
移动互联网,企业服务/上市公司
",泛微,"“上市公司,免费三餐,员工旅游,健身房”",[上海·闵行区],https://www.lagou.com/jobs/3726750.html,8k-12k,运维工程师（python）,"
经验1-3年 / 大专
                                "
320,"
信息安全,数据服务/未融资
",成都肆零肆,"“朝九晚六,周末双休,夏日饮品,六险一金”",[成都·肖家河],https://www.lagou.com/jobs/3554059.html,8k-13k,Python高级开发工程师,"
经验1-3年 / 本科
                                "
321,"
移动互联网/A轮
",码隆科技,“发展前景广阔”,[北京·苏州街],https://www.lagou.com/jobs/3711349.html,20k-35k,Python开发工程师,"
经验不限 / 本科
                                "
322,"
硬件/不需要融资
",任你说,“技术前沿”,[北京·西北旺],https://www.lagou.com/jobs/3668299.html,15K-25K,python,"
15K-25K
经验3-5年 / 本科
                                "
323,"
信息安全/上市公司
",蓝盾信息安全技术股份有限公司,“完善的福利制度、宽松的环境”,[广州·棠下],https://www.lagou.com/jobs/2713631.html,8k-15k,Python开发工程师,"
经验1-3年 / 本科
                                "
324,"
移动互联网/D轮及以上
",饿了么,“团队好玩 快速成长 Aeron椅 标配MBP”,[上海·长征],https://www.lagou.com/jobs/1534647.html,13k-26k,Python开发工程师,"
经验1-3年 / 本科
                                "
325,"
金融/C轮
",智融集团,“六险一金全额缴纳、上升空间、发展快速”,[北京·知春路],https://www.lagou.com/jobs/3645051.html,15k-25k,python web研发工程师,"
经验1-3年 / 不限
                                "
326,"
移动互联网,文化娱乐/A轮
",看点视频,"“海量数据,高手带队,高薪加期权,机器学习”",[上海·田林],https://www.lagou.com/jobs/2436606.html,18k-36k,Python,"
经验3-5年 / 本科
                                "
327,"
文化娱乐/不需要融资
",大河网,“五险 双休”,[郑州·中原区],https://www.lagou.com/jobs/2452963.html,5k-10k,Python,"
经验1-3年 / 本科
                                "
328,"
移动互联网,数据服务/天使轮
",深图智服DEEPIR,“前沿”,[厦门·禾山],https://www.lagou.com/jobs/1360933.html,6k-10k,Python工程师,"
经验不限 / 本科
                                "
329,"
移动互联网/不需要融资
",合力联创,"“扁平管理,结果导向,发展空间大,支持创业”",[北京·知春路],https://www.lagou.com/jobs/3134638.html,20k-40k,Python工程师,"
经验3-5年 / 本科
                                "
330,"
移动互联网,文化娱乐/天使轮
",快爽,"“大牛坐镇,天花板高,协作效率高,成长空间大”",[北京·姚家园],https://www.lagou.com/jobs/3294875.html,20k-30k,Python后端工程师,"
经验1-3年 / 本科
                                "
331,"
电子商务,金融/A轮
",维恩贝特,"“年终资金,专业培训,年度旅游,晋升、培训”",[深圳·益田村],https://www.lagou.com/jobs/3783936.html,10k-20k,Python,"
经验不限 / 本科
                                "
332,"
移动互联网,数据服务/天使轮
",融数通科技,“?BAT技术团队?弹性工作?绩效奖金”,[成都·高新区],https://www.lagou.com/jobs/2562314.html,10k-15k,Python开发,"
经验不限 / 本科
                                "
333,"
移动互联网,金融/不需要融资
",格上添富,“弹性工作，扁平化管理，零食水果”,[北京·团结湖],https://www.lagou.com/jobs/1942854.html,13k-25k,Python研发工程师,"
经验3-5年 / 本科
                                "
334,"
企业服务,数据服务/上市公司
",圆通,“上市公司，前景好，氛围好，调薪机会多”,[上海·华漕],https://www.lagou.com/jobs/2631153.html,20k-35k,高级python开发工程师,"
经验3-5年 / 本科
                                "
335,"
数据服务/上市公司
",Gridsum 国双,“上市公司 氛围好 前景佳 牛人多”,[北京·中关村],https://www.lagou.com/jobs/3771766.html,15k-20k,高级Python开发工程师（北京）,"
经验3-5年 / 本科
                                "
336,"
移动互联网,社交网络/不需要融资
",友缘在线,“福利待遇好，发展空间大”,[北京·北苑],https://www.lagou.com/jobs/3803106.html,20k-30k,Python 资深开发,"
经验5-10年 / 本科
                                "
337,"
移动互联网/A轮
",乐信圣文,"“发展空间,丰富福利,不打卡,高端医疗”",[北京·西三旗],https://www.lagou.com/jobs/3795478.html,20k-40k,高级Python开发工程师,"
经验3-5年 / 本科
                                "
338,"
电子商务,企业服务/不需要融资
",360企业安全,“平台成熟；薪酬福利好；技术氛围浓”,[北京·酒仙桥],https://www.lagou.com/jobs/3745051.html,10k-20k,python开发工程师,"
经验1-3年 / 本科
                                "
339,"
移动互联网/C轮
",智慧芽,"“弹性办公,团队管理,技术牛人,福利好”",[上海·天目西路],https://www.lagou.com/jobs/3318027.html,20k-30k,技术经理Python,"
经验5-10年 / 本科
                                "
340,"
数据服务/上市公司
",天玑科技,"“鹅厂,机会多,福利好”",[深圳·南山区],https://www.lagou.com/jobs/3768919.html,8k-16k,Python开发工程师,"
经验1-3年 / 本科
                                "
341,"
移动互联网/未融资
",泰赋星,"“五险一金,年底双薪,饭补,节假日福利”",[南京·新街口],https://www.lagou.com/jobs/3480967.html,9k-18k,python,"
经验1-3年 / 不限
                                "
342,"
移动互联网,电子商务/未融资
",Symbio-Freeborders,"“保险项目,架构设计”",[深圳·南山区],https://www.lagou.com/jobs/3542280.html,15k-20k,中高级Python开发工程师,"
经验3-5年 / 大专
                                "
343,"
金融/C轮
",有利网,"“大咖云集,扁平管理,上级nic,环境高大上”",[北京·中关村],https://www.lagou.com/jobs/3753681.html,10k-20k,Python工程师,"
经验1-3年 / 本科
                                "
344,"
移动互联网,游戏/D轮及以上
",赤子城,"“七险一金,8天年假,技术氛围好”",[北京·亮马桥],https://www.lagou.com/jobs/3043445.html,15k-30k,高级Python开发工程师,"
经验3-5年 / 本科
                                "
